Temperature_K,Pressure_bar,Particle_Size_um,Material,Material_Label,Diffusivity_theoretical,Diffusivity_with_noise
693.84,21.273,149.14,LaNi5H6,2,2.2375874278470584e-10,2.1903188451417492e-10
320.35,38.076,131.45,TiFeH2,1,1.1895598527172158e-14,1.2099813509895114e-14
577.42,10.113,153.16,TiFeH2,1,3.858921495098883e-12,4.0053860823503745e-12
391.32,17.792,13.46,LaNi5H6,2,5.229857501183241e-12,5.089209088458564e-12
532.1,21.469,13.0,TiFeH2,1,2.1682136326651558e-12,2.0902153696630453e-12
584.68,21.991,61.69,TiFeH2,1,4.413859096969456e-12,4.20582097507125e-12
536.46,35.343,187.83,MgH2,0,1.16674255933487e-13,1.0632891711888294e-13
522.73,12.083,102.02,LaNi5H6,2,4.4624876771478445e-11,4.5146057924613634e-11
613.91,35.95,87.55,MgH2,0,6.786514686764733e-13,6.720552863648893e-13
473.01,34.689,187.07,TiFeH2,1,8.208906257471775e-13,8.093193863937162e-13
643.44,39.283,179.1,MgH2,0,1.1852602283248321e-12,1.2726408395387766e-12
604.46,14.912,141.69,MgH2,0,5.288524936307793e-13,5.106197116426747e-13
466.76,34.055,90.33,MgH2,0,1.4687580450299635e-14,1.461584674949155e-14
623.97,44.18,75.41,LaNi5H6,2,1.3435367442831967e-10,1.3660032269549942e-10
460.82,24.51,112.13,TiFeH2,1,6.394834372843785e-13,6.295785244272987e-13
318.39,49.315,150.75,TiFeH2,1,1.1099190735108547e-14,1.115596582146443e-14
595.59,36.954,43.67,MgH2,0,4.691710138716497e-13,4.899122864003357e-13
300.26,35.539,199.49,LaNi5H6,2,3.9396020476555723e-13,4.0791262762649153e-13
317.52,42.621,53.94,MgH2,0,8.180409703827544e-18,1e-16
428.93,4.742,122.2,LaNi5H6,2,1.0445923004481453e-11,9.64344503752284e-12
347.89,8.372,133.93,MgH2,0,5.693106446793255e-17,1e-16
428.83,27.185,166.1,LaNi5H6,2,1.125760175415527e-11,1.0968849409075362e-11
547.46,3.315,51.16,TiFeH2,1,2.4473832709776266e-12,2.4978717465826337e-12
480.23,5.607,178.67,TiFeH2,1,8.54165216442486e-13,8.805090443285959e-13
638.67,24.269,29.23,TiFeH2,1,8.163221939092667e-12,8.32867574579401e-12
465.57,36.666,43.25,TiFeH2,1,7.181956757356819e-13,7.081463262044933e-13
611.71,42.369,106.85,TiFeH2,1,6.2570356889907165e-12,6.1561984667593286e-12
547.89,28.626,90.35,LaNi5H6,2,6.230546240732323e-11,6.290075010387378e-11
483.42,36.534,64.93,MgH2,0,2.5626252898364502e-14,2.499848009193953e-14
626.63,42.814,182.96,MgH2,0,8.729317068491023e-13,8.672429988171193e-13
320.78,44.953,132.52,MgH2,0,1.0373364765466233e-17,1e-16
377.86,40.273,13.45,MgH2,0,3.4750877810221397e-16,3.460389421431707e-16
338.04,11.144,97.63,MgH2,0,3.113829719530486e-17,1e-16
642.56,13.909,95.71,TiFeH2,1,8.235964165363471e-12,8.433804985141249e-12
415.33,30.966,139.69,MgH2,0,2.013595173557066e-15,1.984051052678073e-15
418.75,32.993,61.42,MgH2,0,2.3517892150456155e-15,2.3598735683417603e-15
479.74,16.408,104.15,MgH2,0,2.158752582614118e-14,2.2582904398576356e-14
681.19,37.901,21.65,TiFeH2,1,1.2598787497009018e-11,1.2527259507535359e-11
612.29,9.993,99.26,MgH2,0,6.045234827488246e-13,6.285524874024532e-13
439.31,17.611,183.55,TiFeH2,1,4.0092319874659216e-13,3.878602359021372e-13
621.65,49.244,190.51,MgH2,0,8.000613932161626e-13,8.043159925022978e-13
533.64,42.971,28.43,MgH2,0,1.1078185115185844e-13,1.1098281535042011e-13
446.68,9.197,106.77,LaNi5H6,2,1.471555379235722e-11,1.469208697756912e-11
579.99,48.748,180.36,LaNi5H6,2,8.931523528697134e-11,8.836912882938491e-11
582.05,25.357,169.65,LaNi5H6,2,8.87017052599187e-11,8.401849771858081e-11
641.36,6.842,196.05,MgH2,0,1.017171964489979e-12,1.0179832204058782e-12
425.88,3.862,131.36,LaNi5H6,2,9.778472729576697e-12,9.890443244053091e-12
680.77,3.758,52.81,TiFeH2,1,1.1108429509486037e-11,1.1159777111434273e-11
681.26,46.043,115.73,TiFeH2,1,1.2679877708592079e-11,1.2499374729509038e-11
367.65,13.995,138.88,TiFeH2,1,6.13153378413563e-14,6.280262919418779e-14
456.82,7.541,111.28,LaNi5H6,2,1.723923834482538e-11,1.7630802665210104e-11
302.69,34.12,63.8,LaNi5H6,2,4.3207471491524727e-13,4.423343151783355e-13
356.41,5.796,14.76,TiFeH2,1,4.0978269540333447e-14,4.0164140139094266e-14
328.52,14.247,85.25,TiFeH2,1,1.572373304587733e-14,1.5470377955366872e-14
378.2,26.992,130.01,TiFeH2,1,8.727660843366545e-14,8.250777001528507e-14
525.01,24.32,195.48,LaNi5H6,2,4.7185336482933565e-11,4.685100907198891e-11
561.03,3.013,114.92,MgH2,0,1.8242145573819639e-13,1.8339964133987855e-13
436.06,11.348,84.19,LaNi5H6,2,1.2371270433708285e-11,1.2214310834836764e-11
451.79,28.546,36.22,MgH2,0,8.58284567321631e-15,8.698708513018328e-15
409.7,31.469,52.12,LaNi5H6,2,7.87690114082582e-12,8.021767799885425e-12
329.48,32.939,14.98,LaNi5H6,2,1.067981702237367e-12,1.1103029336319792e-12
599.88,49.55,141.19,TiFeH2,1,5.497604922669223e-12,5.193552061947369e-12
495.59,10.954,95.23,LaNi5H6,2,3.1226478951968796e-11,3.171277171715687e-11
539.77,25.318,12.31,TiFeH2,1,2.446707880324007e-12,2.4142871565196815e-12
340.71,40.288,174.38,LaNi5H6,2,1.501441302000029e-12,1.4675674924742061e-12
567.36,29.048,150.93,MgH2,0,2.4627989640999275e-13,2.396237118496022e-13
440.88,11.239,159.09,TiFeH2,1,4.0573738488851483e-13,4.022066690316259e-13
478.46,32.969,56.28,MgH2,0,2.171331744871322e-14,2.2217822929734496e-14
581.65,39.743,15.52,LaNi5H6,2,9.04719295729967e-11,8.625220096585344e-11
511.46,21.392,53.38,TiFeH2,1,1.5729306108020466e-12,1.5130449137101273e-12
368.52,16.802,177.02,MgH2,0,1.974326311564109e-16,1.986781820436634e-16
457.08,10.813,88.98,LaNi5H6,2,1.7608740605067226e-11,1.7039413205982103e-11
317.39,4.291,56.4,MgH2,0,6.955817018825547e-18,1e-16
458.09,23.371,181.05,TiFeH2,1,6.025515578260421e-13,5.929073671861171e-13
306.6,29.719,188.55,LaNi5H6,2,4.93185792231165e-13,5.048311581550359e-13
539.84,23.578,157.18,MgH2,0,1.2430246744670108e-13,1.235999690912984e-13
448.62,40.705,23.04,TiFeH2,1,5.133495176137522e-13,5.050023943411573e-13
463.33,17.612,39.16,TiFeH2,1,6.626752689425165e-13,6.383141637343222e-13
678.06,10.904,127.83,TiFeH2,1,1.1444389189568227e-11,1.1466564864718593e-11
628.2,10.809,54.62,TiFeH2,1,7.009185292316134e-12,7.186484241496225e-12
582.91,24.252,161.63,LaNi5H6,2,8.930879795356733e-11,9.278395652643682e-11
507.54,6.144,150.91,MgH2,0,4.719771774220292e-14,4.766050571804059e-14
572.55,27.804,188.6,LaNi5H6,2,8.085447993273244e-11,8.057389990710195e-11
461.34,47.178,121.63,TiFeH2,1,6.671821708269116e-13,6.586242711988075e-13
482.31,4.531,155.31,MgH2,0,2.141080208671125e-14,2.101024835854592e-14
605.01,12.84,84.95,MgH2,0,5.314253278179885e-13,5.634504325062761e-13
343.66,43.407,33.9,MgH2,0,4.8922503659713157e-17,1e-16
661.56,19.849,57.44,TiFeH2,1,1.0139452684218159e-11,1.0442376556696342e-11
372.35,47.543,129.73,TiFeH2,1,7.536485202683906e-14,7.524433714181533e-14
415.93,26.1,87.3,TiFeH2,1,2.395978149766044e-13,2.199062304719066e-13
458.04,23.859,125.65,TiFeH2,1,6.038661982852279e-13,6.38730341449801e-13
542.63,22.371,144.82,TiFeH2,1,2.520019432304266e-12,2.4527497319812705e-12
629.87,44.441,125.91,MgH2,0,9.332967523009035e-13,9.077773310995214e-13
415.14,9.885,74.28,TiFeH2,1,2.2368339312673367e-13,2.2568928392584962e-13
602.44,29.788,151.47,TiFeH2,1,5.521318740261486e-12,5.790880785666876e-12
674.38,21.414,137.73,MgH2,0,1.946149957157156e-12,1.9654337700624913e-12
694.25,37.974,85.74,TiFeH2,1,1.4117000227195912e-11,1.5116387255187762e-11
531.44,42.986,141.63,TiFeH2,1,2.211430254258415e-12,2.16743337937877e-12
613.16,25.699,27.18,TiFeH2,1,6.2239720752963885e-12,6.175497160852852e-12
426.37,20.529,99.06,MgH2,0,3.1303045021057573e-15,3.0615362153188828e-15
492.92,9.024,32.92,MgH2,0,3.156450311876474e-14,2.959070956910793e-14
402.67,7.83,47.1,LaNi5H6,2,6.420302015652338e-12,6.44948555722591e-12
304.41,49.755,194.68,TiFeH2,1,6.0398658142266765e-15,6.200945987849132e-15
636.83,9.329,94.6,TiFeH2,1,7.603686788289913e-12,7.456679594737634e-12
565.73,21.03,87.74,MgH2,0,2.3314597011155087e-13,2.4045420667663704e-13
593.25,15.969,178.61,TiFeH2,1,4.795822521053761e-12,4.829650326609229e-12
551.39,18.053,112.46,LaNi5H6,2,6.346706211578869e-11,6.437111802749095e-11
330.01,34.576,189.51,TiFeH2,1,1.734931506270682e-14,1.7897194852213174e-14
573.22,40.247,58.2,MgH2,0,2.89070358248869e-13,2.955754976778105e-13
554.22,46.533,81.3,TiFeH2,1,3.0817875472566043e-12,3.1872598266967532e-12
448.37,33.84,101.59,MgH2,0,7.619805541399268e-15,7.789429019803314e-15
449.67,34.187,173.52,MgH2,0,7.96744576649972e-15,7.59267374974306e-15
555.83,39.407,84.11,MgH2,0,1.9184601044303318e-13,1.9832106608161924e-13
409.65,1.795,146.84,TiFeH2,1,1.77185616861327e-13,1.7479635689814628e-13
678.41,17.322,152.28,MgH2,0,2.0483534814338094e-12,2.052526786728906e-12
352.84,3.966,195.57,MgH2,0,7.269823773873416e-17,1e-16
466.5,17.821,151.55,MgH2,0,1.3922755418571483e-14,1.3674977632272191e-14
577.62,26.115,13.69,LaNi5H6,2,8.535435789395449e-11,8.813603742690226e-11
335.06,31.675,48.4,MgH2,0,2.7467312149817334e-17,1e-16
547.57,22.964,174.18,TiFeH2,1,2.703143074046302e-12,2.5915538140064154e-12
314.04,20.157,110.84,LaNi5H6,2,6.306196689493674e-13,6.151239311456717e-13
389.21,38.089,182.64,LaNi5H6,2,5.1321474420340914e-12,5.2441617475761495e-12
545.53,8.356,109.77,TiFeH2,1,2.4989983037633293e-12,2.4497815737418035e-12
438.49,17.019,63.24,LaNi5H6,2,1.3153863128324768e-11,1.3048187133265824e-11
489.02,46.552,173.57,TiFeH2,1,1.1152805462977106e-12,1.0812159433186142e-12
412.24,16.709,26.67,LaNi5H6,2,8.068134975542851e-12,8.061193566668019e-12
466.9,3.536,184.63,TiFeH2,1,6.482260896298235e-13,6.597253753432565e-13
521.59,30.916,176.39,TiFeH2,1,1.8708255874757326e-12,1.8652223948445586e-12
521.43,35.289,181.75,MgH2,0,7.81847301669626e-14,7.951274728080293e-14
434.02,10.285,77.13,TiFeH2,1,3.483659223125339e-13,3.366093107427357e-13
671.83,41.941,45.47,TiFeH2,1,1.1605943542161847e-11,1.1863360825558861e-11
609.77,13.611,115.94,TiFeH2,1,5.778835642252581e-12,5.873124916743532e-12
465.61,8.024,99.64,LaNi5H6,2,1.98775889787572e-11,1.9663112768158445e-11
602.15,15.941,127.74,LaNi5H6,2,1.055806189236928e-10,1.1188690773512064e-10
514.43,8.617,161.53,MgH2,0,5.877289462684336e-14,5.6504742828896925e-14
394.66,42.786,63.87,MgH2,0,8.060029509152592e-16,8.294851780727047e-16
469.73,25.074,115.56,LaNi5H6,2,2.2262898009773916e-11,2.1761836490400276e-11
405.61,34.445,158.77,LaNi5H6,2,7.255865993103255e-12,7.0567893272176654e-12
393.03,40.917,127.74,MgH2,0,7.40130646887798e-16,7.866700342142091e-16
403.05,46.498,13.13,TiFeH2,1,1.7890054291680156e-13,1.752643274161018e-13
495.43,24.995,152.43,MgH2,0,3.618444858146752e-14,3.62866874423031e-14
347.39,40.161,36.07,MgH2,0,6.147024743075148e-17,1e-16
621.74,6.355,132.94,MgH2,0,7.038344371672441e-13,6.740660532388162e-13
570.87,44.373,133.87,LaNi5H6,2,8.119312198575356e-11,7.755000222979656e-11
501.15,18.406,156.78,TiFeH2,1,1.3123139551133346e-12,1.3126751005614283e-12
563.99,9.552,105.6,TiFeH2,1,3.2406406525016783e-12,3.1967777363793677e-12
485.12,28.513,157.12,MgH2,0,2.6487638286680215e-14,2.508303423202794e-14
361.41,41.604,150.87,LaNi5H6,2,2.6499510362804557e-12,2.7172167504467742e-12
498.62,40.832,115.17,LaNi5H6,2,3.443604545011366e-11,3.4380181393520736e-11
387.83,8.347,77.4,TiFeH2,1,1.0853552551849607e-13,1.1107372457871281e-13
397.07,29.379,106.96,LaNi5H6,2,6.037063170967937e-12,5.766461654310236e-12
619.64,30.074,141.4,LaNi5H6,2,1.2703608939340226e-10,1.308162807336127e-10
470.35,2.451,56.87,MgH2,0,1.3899267068333888e-14,1.442505020683285e-14
361.43,44.43,70.0,TiFeH2,1,5.35049618816062e-14,5.2666691383375306e-14
521.71,13.669,189.08,TiFeH2,1,1.7973369045301386e-12,1.7020621296779054e-12
463.41,24.234,14.4,MgH2,0,1.2868586649196998e-14,1.2562626029567764e-14
420.6,39.584,153.17,MgH2,0,2.558796843247201e-15,2.6923390207888286e-15
479.81,5.57,65.85,TiFeH2,1,8.511825884802303e-13,8.54799859911056e-13
448.18,42.061,138.75,MgH2,0,7.65342599321379e-15,7.440691415318689e-15
429.53,14.63,39.69,LaNi5H6,2,1.1141182521036423e-11,1.1433857664214409e-11
404.28,42.069,24.58,TiFeH2,1,1.8372203246082622e-13,1.797426433328448e-13
401.89,23.173,131.89,TiFeH2,1,1.6692712315417873e-13,1.7433663608978375e-13
621.09,17.478,121.19,TiFeH2,1,6.637443646035755e-12,6.6262049080384965e-12
537.77,20.45,143.26,MgH2,0,1.1690943872027412e-13,1.2182379574897704e-13
305.57,48.197,130.13,MgH2,0,3.2756166181150915e-18,1e-16
585.1,21.257,142.38,TiFeH2,1,4.414757777625635e-12,4.462088171333892e-12
659.3,14.552,94.05,LaNi5H6,2,1.7093797140453018e-10,1.717153452212995e-10
331.1,46.55,86.45,TiFeH2,1,1.843577083459334e-14,1.8588872387366456e-14
467.44,1.454,173.55,MgH2,0,1.2018327894375696e-14,1.224088866750113e-14
559.24,32.494,101.21,LaNi5H6,2,7.094532299055007e-11,6.895908334704941e-11
564.77,30.938,70.64,MgH2,0,2.33886337516542e-13,2.2686068593671843e-13
309.08,2.767,47.38,MgH2,0,3.5852741440703236e-18,1e-16
310.87,38.577,74.55,TiFeH2,1,7.99142442526478e-15,8.064685055548177e-15
625.61,29.827,187.72,MgH2,0,8.368958712212935e-13,8.265480878265817e-13
555.7,14.025,139.02,TiFeH2,1,2.9538854545487093e-12,2.896855279165567e-12
416.99,4.378,179.57,LaNi5H6,2,8.2974536849619e-12,8.062313489206542e-12
499.68,47.427,166.38,TiFeH2,1,1.3416103318311584e-12,1.3629911689908137e-12
500.48,42.742,13.69,LaNi5H6,2,3.548715863066946e-11,3.663600973283963e-11
642.39,26.277,24.24,LaNi5H6,2,1.5363964999106378e-10,1.4577343523885706e-10
389.44,9.346,27.69,TiFeH2,1,1.1440826659443568e-13,1.1008773064352479e-13
601.83,14.956,199.56,TiFeH2,1,5.284066115217556e-12,5.35785758715101e-12
661.16,21.295,98.11,TiFeH2,1,1.0119735142585623e-11,1.0416903596183636e-11
586.82,16.242,94.52,LaNi5H6,2,9.139771866047186e-11,9.20559783175975e-11
672.84,1.979,64.93,LaNi5H6,2,1.729332818738339e-10,1.7835210420769733e-10
546.47,13.757,37.34,MgH2,0,1.4294054321120887e-13,1.3572636337623452e-13
539.75,35.449,131.41,MgH2,0,1.2745968202360955e-13,1.260150290076552e-13
320.21,13.683,122.36,TiFeH2,1,1.1236383313361047e-14,1.181824786370271e-14
386.65,36.331,133.99,TiFeH2,1,1.1295412974867074e-13,1.1042582160801269e-13
690.25,44.081,37.31,MgH2,0,2.6418609543546996e-12,2.6130448594051796e-12
491.15,49.74,39.25,MgH2,0,3.334732682418827e-14,3.3156486281711004e-14
643.99,7.202,163.11,TiFeH2,1,8.04955764851888e-12,7.675776559996574e-12
471.98,8.482,72.66,TiFeH2,1,7.525104259621302e-13,7.761253827125712e-13
546.01,46.559,151.07,LaNi5H6,2,6.216085840035682e-11,6.065641721532298e-11
480.46,24.028,192.24,LaNi5H6,2,2.6018810194367626e-11,2.6299588150809153e-11
521.07,49.953,50.2,LaNi5H6,2,4.654660775001257e-11,4.640335691604753e-11
611.5,26.493,192.27,MgH2,0,6.307692808520874e-13,6.43073993780791e-13
398.28,44.88,106.37,TiFeH2,1,1.5702650611149356e-13,1.5311048879951248e-13
334.68,6.103,76.73,TiFeH2,1,1.9041281111680446e-14,1.9282610741243303e-14
526.09,47.355,158.76,MgH2,0,9.049871072977954e-14,9.247714169000455e-14
372.6,10.897,183.41,MgH2,0,2.393890533886481e-16,2.4147202826740797e-16
520.93,6.465,163.32,LaNi5H6,2,4.235117899162029e-11,4.3167057030304995e-11
307.13,38.912,93.61,MgH2,0,3.667456860759249e-18,1e-16
682.25,23.784,110.97,MgH2,0,2.2295098826368026e-12,2.1568344692034208e-12
406.79,22.964,56.6,MgH2,0,1.3619967588082483e-15,1.3477969859777218e-15
618.13,13.914,23.36,LaNi5H6,2,1.2165717477538637e-10,1.1594490181631671e-10
425.78,42.622,152.94,MgH2,0,3.188164966302128e-15,3.0267786821431486e-15
472.84,1.719,67.85,MgH2,0,1.4697441517228088e-14,1.380937686429619e-14
432.24,48.25,147.04,LaNi5H6,2,1.2278575980176835e-11,1.2259195932715133e-11
560.77,20.666,136.89,MgH2,0,2.066824188838758e-13,2.151640915056044e-13
478.29,10.652,41.47,LaNi5H6,2,2.4431388473493236e-11,2.3854561937864416e-11
480.15,49.956,198.44,MgH2,0,2.333672454789345e-14,2.2638126641717402e-14
354.02,42.29,160.15,TiFeH2,1,4.1668802918478844e-14,4.153312517177505e-14
441.1,2.907,29.18,LaNi5H6,2,1.2713472299189276e-11,1.2605404031486436e-11
640.21,30.436,134.17,MgH2,0,1.1033296238469957e-12,1.0912326209529489e-12
668.96,46.716,142.89,LaNi5H6,2,1.9319972766392563e-10,1.975940412727161e-10
666.96,21.759,52.13,TiFeH2,1,1.0727347294022607e-11,1.100870770281791e-11
373.78,14.419,195.97,LaNi5H6,2,3.441221096081418e-12,3.3436693085953077e-12
489.4,7.938,95.47,MgH2,0,2.795367180529703e-14,2.5624017593282668e-14
694.65,35.808,20.13,TiFeH2,1,1.4162813345345954e-11,1.4473749440567678e-11
502.39,11.16,48.29,LaNi5H6,2,3.4309552182597234e-11,3.3171176732621604e-11
683.41,40.514,57.47,TiFeH2,1,1.2877586652158755e-11,1.3222885776169995e-11
696.95,29.769,86.09,MgH2,0,2.852080382598467e-12,2.888683674054075e-12
454.81,10.913,42.24,LaNi5H6,2,1.700171537225923e-11,1.677416835385448e-11
420.5,13.612,164.95,LaNi5H6,2,9.349993234056378e-12,9.286188610683514e-12
574.42,29.624,41.54,TiFeH2,1,3.942782988838672e-12,4.049067243030996e-12
431.0,9.446,19.93,LaNi5H6,2,1.1229905764739998e-11,1.1112467801385263e-11
614.43,42.008,42.86,MgH2,0,6.94160596217486e-13,6.54424127858331e-13
478.96,41.372,173.2,TiFeH2,1,9.253739169654111e-13,9.793583192437953e-13
317.19,3.807,162.01,LaNi5H6,2,6.497531166957331e-13,6.351200669775141e-13
619.7,46.589,10.1,MgH2,0,7.760967638538636e-13,7.120763240394077e-13
415.26,26.288,198.49,MgH2,0,1.980036314510283e-15,1.91637608814543e-15
621.1,30.31,42.37,TiFeH2,1,6.8469967533246674e-12,6.946682853430001e-12
438.21,18.152,55.88,LaNi5H6,2,1.3131383733845565e-11,1.3099432257959242e-11
326.62,29.926,113.0,MgH2,0,1.5343665340015332e-17,1e-16
310.2,33.835,148.3,LaNi5H6,2,5.641057094414631e-13,5.902873698057741e-13
688.54,15.569,190.42,LaNi5H6,2,2.1237374639177726e-10,2.0667943493402745e-10
674.22,27.381,98.98,LaNi5H6,2,1.9670152000809112e-10,2.01380147008485e-10
473.61,26.232,161.66,LaNi5H6,2,2.3622923694912238e-11,2.3843615672493532e-11
458.57,2.235,129.94,TiFeH2,1,5.374181533131852e-13,5.620745780842922e-13
475.74,6.213,107.07,LaNi5H6,2,2.2913340171929446e-11,2.363171783758377e-11
341.12,34.798,97.41,TiFeH2,1,2.6392710550414718e-14,2.7002935446736244e-14
431.24,12.577,47.2,LaNi5H6,2,1.1413736985169545e-11,1.1607100528656621e-11
670.34,47.399,69.64,LaNi5H6,2,1.9576120196140888e-10,1.9312980297971482e-10
374.15,49.069,101.46,TiFeH2,1,7.978100065211786e-14,8.098031356892246e-14
598.43,27.059,121.26,TiFeH2,1,5.2498059833545055e-12,4.95134729210088e-12
304.05,35.518,126.23,LaNi5H6,2,4.5413878990755716e-13,4.784663792879383e-13
553.59,28.218,150.32,MgH2,0,1.7727606965270376e-13,1.7439059411544088e-13
660.92,22.439,98.38,LaNi5H6,2,1.763759441331297e-10,1.78272087747786e-10
379.91,48.521,99.83,MgH2,0,3.890884574130264e-16,3.9557933152794773e-16
613.56,21.179,120.39,MgH2,0,6.505660954944472e-13,6.402030361534042e-13
475.56,38.011,176.17,MgH2,0,1.9779858149859527e-14,1.9379248403607866e-14
418.01,40.979,183.53,TiFeH2,1,2.566561274197129e-13,2.647899624268936e-13
371.44,4.858,56.98,TiFeH2,1,6.534593599181265e-14,6.813665077646773e-14
575.56,3.884,33.64,TiFeH2,1,3.5963072452109866e-12,3.690135881954529e-12
438.75,32.404,154.4,MgH2,0,5.260269761246097e-15,5.15589282290073e-15
670.67,38.35,141.46,TiFeH2,1,1.1386729048622088e-11,1.1573281872080664e-11
608.74,7.85,89.21,TiFeH2,1,5.554726060945028e-12,5.619965658187456e-12
519.59,48.051,29.79,LaNi5H6,2,4.565273990945982e-11,4.62431044685835e-11
453.11,27.129,89.76,TiFeH2,1,5.507542534018214e-13,5.668800744103751e-13
496.63,27.585,45.43,LaNi5H6,2,3.302773120257511e-11,3.4610117408920575e-11
650.22,17.735,111.16,TiFeH2,1,9.002544255146417e-12,8.849215943568647e-12
490.89,20.76,77.5,TiFeH2,1,1.1113354853165477e-12,1.1506251127463543e-12
401.35,22.135,162.26,MgH2,0,1.0533377698786104e-15,1.0706586996291951e-15
587.1,40.845,85.72,MgH2,0,3.9291736372063636e-13,3.744456318262609e-13
609.58,15.794,150.33,MgH2,0,5.885885130288953e-13,5.711929319888063e-13
672.49,35.866,16.62,MgH2,0,1.963541701672656e-12,1.9385381947288038e-12
645.47,21.846,44.75,LaNi5H6,2,1.5619509696064158e-10,1.5591965010174371e-10
510.98,2.522,189.39,TiFeH2,1,1.384181371328459e-12,1.416565801020034e-12
451.28,12.639,29.63,TiFeH2,1,5.112946770691879e-13,4.921404135726579e-13
331.26,25.532,142.7,TiFeH2,1,1.796896860440369e-14,1.73577877255932e-14
402.39,24.646,32.6,MgH2,0,1.1210318770302689e-15,1.1367897550535656e-15
677.52,16.871,128.7,TiFeH2,1,1.1648359035625778e-11,1.1373761923387002e-11
497.6,18.881,58.12,MgH2,0,3.8155330724853545e-14,3.909875899715184e-14
535.85,43.943,141.18,LaNi5H6,2,5.518250485072865e-11,5.3493484328738296e-11
646.64,25.707,192.04,TiFeH2,1,8.822831713219625e-12,8.538661786134235e-12
360.92,35.398,74.5,MgH2,0,1.360943652699684e-16,1.3313271430717165e-16
598.11,25.181,180.29,LaNi5H6,2,1.035489504772684e-10,1.0440469746979682e-10
657.38,27.039,165.48,MgH2,0,1.4816540306986491e-12,1.5843257396469458e-12
445.74,30.798,106.67,LaNi5H6,2,1.5273749082383837e-11,1.5590171058573583e-11
548.01,21.963,139.01,LaNi5H6,2,6.159653677494655e-11,6.394750201001638e-11
647.0,44.886,34.58,MgH2,0,1.2846783564419412e-12,1.251835857213679e-12
474.69,25.909,48.84,MgH2,0,1.8901179342994787e-14,1.89502310458554e-14
670.05,35.565,80.54,MgH2,0,1.8774475564245107e-12,1.9250680623050347e-12
611.6,12.827,11.43,MgH2,0,6.094874823974025e-13,6.275628072063817e-13
640.79,15.471,168.14,LaNi5H6,2,1.4755397267772028e-10,1.438560622682346e-10
621.76,13.057,105.15,MgH2,0,7.405587643877794e-13,7.268667269510111e-13
431.51,34.594,83.02,LaNi5H6,2,1.197269631064908e-11,1.2617150076793582e-11
555.29,46.908,167.54,TiFeH2,1,3.117530902312821e-12,3.2200413258370874e-12
633.13,43.599,98.78,TiFeH2,1,7.911612239204022e-12,8.163279169930903e-12
440.54,48.773,13.87,LaNi5H6,2,1.428319299645376e-11,1.3573872847789603e-11
588.73,12.685,104.73,TiFeH2,1,4.501208754277508e-12,4.532357879882858e-12
333.8,20.312,19.77,MgH2,0,2.458848017431519e-17,1e-16
414.7,5.164,147.89,LaNi5H6,2,8.004156835608825e-12,8.066035944677712e-12
521.94,32.808,190.93,MgH2,0,7.888060523921345e-14,7.858762067708454e-14
361.72,3.804,176.04,MgH2,0,1.2187798979100576e-16,1.209395751576541e-16
309.78,14.421,41.01,TiFeH2,1,7.259517944249989e-15,7.185556880929537e-15
632.45,30.325,50.27,MgH2,0,9.608226147126807e-13,9.462054680684107e-13
508.34,11.674,166.61,LaNi5H6,2,3.705671095512589e-11,3.3930221065809796e-11
681.16,27.437,49.47,MgH2,0,2.218981291254549e-12,2.2369613927146603e-12
472.93,21.203,17.99,LaNi5H6,2,2.326851826571922e-11,2.441483834543763e-11
674.42,38.663,184.2,MgH2,0,2.015829546162089e-12,2.055615248846999e-12
584.77,14.688,79.94,TiFeH2,1,4.325063419830061e-12,4.134504659520759e-12
574.1,46.465,163.3,LaNi5H6,2,8.402068848450214e-11,8.391502479451258e-11
477.88,16.908,99.0,TiFeH2,1,8.698939112221313e-13,8.570478288621165e-13
509.24,17.79,109.21,TiFeH2,1,1.4998020215331745e-12,1.4550018750820294e-12
393.58,7.571,81.66,MgH2,0,6.827177495827868e-16,6.944032224237697e-16
344.07,39.14,178.08,LaNi5H6,2,1.651094796009843e-12,1.6030569492900047e-12
423.07,28.629,179.69,TiFeH2,1,2.8444846852435043e-13,2.817891077327866e-13
673.21,3.386,89.67,MgH2,0,1.6877984722633863e-12,1.7169406678722165e-12
586.16,15.123,75.12,MgH2,0,3.616163647502518e-13,3.6477578613809425e-13
538.57,13.186,85.31,LaNi5H6,2,5.4171407922907236e-11,5.451612285780776e-11
532.42,20.004,86.92,MgH2,0,1.0190292069352598e-13,9.708611435333037e-14
422.82,26.572,107.29,LaNi5H6,2,1.007609749992688e-11,1.0636186944177299e-11
490.01,43.544,44.49,TiFeH2,1,1.136912340332281e-12,1.1801476464074983e-12
492.24,14.629,23.51,LaNi5H6,2,3.026675004913388e-11,3.063552369234821e-11
564.66,31.911,184.93,MgH2,0,2.32196243309426e-13,2.3143595048438665e-13
633.07,8.605,161.25,MgH2,0,8.892406446079748e-13,8.712545308859758e-13
338.56,25.213,57.96,MgH2,0,3.405154030476328e-17,1e-16
391.23,21.571,159.94,LaNi5H6,2,5.240790647383707e-12,5.294088625184033e-12
552.36,25.631,152.69,TiFeH2,1,2.908354681596035e-12,2.866039017543558e-12
639.89,48.344,96.05,TiFeH2,1,8.530911202125576e-12,8.515800684735394e-12
614.71,14.711,23.52,LaNi5H6,2,1.1832041107798023e-10,1.1566285581998094e-10
460.68,29.481,52.76,LaNi5H6,2,1.950799214025332e-11,1.8958122662753166e-11
